1,1,2023-05-11,190.00,successful,
2,1,2024-05-11,190.00,successful,
3,9,2023-10-13,490.00,successful,
4,9,2024-10-13,490.00,successful,
5,10,2023-01-31,99.00,successful,
6,10,2023-02-28,99.00,failed,
7,10,2023-03-28,99.00,successful,
8,10,2023-04-28,99.00,successful,
9,10,2023-05-28,99.00,successful,
10,10,2023-06-28,99.00,successful,
11,10,2023-07-28,99.00,successful,
12,10,2023-08-28,99.00,successful,
13,10,2023-09-28,99.00,successful,
14,10,2023-10-28,99.00,successful,
15,10,2023-11-28,99.00,successful,
16,10,2023-12-28,99.00,successful,
17,10,2024-01-28,99.00,successful,
18,10,2024-02-28,99.00,successful,
19,12,2023-03-26,19.00,failed,
20,12,2023-04-26,19.00,successful,
21,12,2023-05-26,19.00,successful,
22,12,2023-06-26,19.00,successful,
23,12,2023-07-26,19.00,successful,
24,16,2023-12-31,19.00,successful,
25,16,2024-01-31,19.00,successful,
26,16,2024-02-29,19.00,successful,
27,16,2024-03-29,19.00,successful,
28,16,2024-04-29,19.00,failed,
29,16,2024-05-29,19.00,successful,
30,16,2024-06-29,19.00,successful,
31,16,2024-07-29,19.00,successful,
32,16,2024-08-29,19.00,successful,
33,16,2024-09-29,19.00,successful,
34,16,2024-10-29,19.00,successful,
35,16,2024-11-29,19.00,failed,
36,16,2024-12-29,19.00,successful,
37,16,2025-01-29,19.00,successful,
38,16,2025-02-28,19.00,successful,
39,17,2023-04-29,19.00,successful,
40,17,2023-05-29,19.00,failed,
41,17,2023-06-29,19.00,successful,
42,17,2023-07-29,19.00,successful,
43,17,2023-08-29,19.00,successful,
44,17,2023-09-29,19.00,successful,
45,17,2023-10-29,19.00,successful,
46,17,2023-11-29,19.00,successful,
47,17,2023-12-29,19.00,successful,
48,17,2024-01-29,19.00,successful,
49,17,2024-02-29,19.00,successful,
50,17,2024-03-29,19.00,successful,
51,17,2024-04-29,19.00,successful,
52,17,2024-05-29,19.00,successful,
53,17,2024-06-29,19.00,successful,
54,17,2024-07-29,19.00,successful,
55,17,2024-08-29,19.00,successful,
56,17,2024-09-29,19.00,successful,
57,17,2024-10-29,19.00,successful,
58,17,2024-11-29,19.00,successful,
59,17,2024-12-29,19.00,successful,
60,17,2025-01-29,19.00,successful,
61,17,2025-02-28,19.00,successful,
62,17,2025-03-28,19.00,successful,
63,17,2025-04-28,19.00,successful,
64,17,2025-05-28,19.00,successful,
65,17,2025-06-28,19.00,successful,
66,17,2025-07-28,19.00,successful,
67,17,2025-08-28,19.00,successful,
68,17,2025-09-28,19.00,successful,
69,17,2025-10-28,19.00,successful,
70,17,2025-11-28,19.00,successful,
71,18,2023-06-23,99.00,successful,
72,18,2023-07-23,99.00,failed,
73,18,2023-08-23,99.00,successful,
74,18,2023-09-23,99.00,successful,
75,18,2023-10-23,99.00,successful,
76,18,2023-11-23,99.00,successful,
77,18,2023-12-23,99.00,failed,
78,18,2024-01-23,99.00,successful,
79,18,2024-02-23,99.00,failed,
80,18,2024-03-23,99.00,successful,
81,18,2024-04-23,99.00,successful,
82,18,2024-05-23,99.00,successful,
83,18,2024-06-23,99.00,successful,
84,18,2024-07-23,99.00,successful,
85,18,2024-08-23,99.00,successful,
86,18,2024-09-23,99.00,successful,
87,18,2024-10-23,99.00,failed,
88,18,2024-11-23,99.00,successful,
89,18,2024-12-23,99.00,successful,
90,18,2025-01-23,99.00,successful,
91,18,2025-02-23,99.00,successful,
92,18,2025-03-23,99.00,successful,
93,18,2025-04-23,99.00,failed,
94,18,2025-05-23,99.00,successful,
95,18,2025-06-23,99.00,successful,
96,18,2025-07-23,99.00,successful,
97,18,2025-08-23,99.00,successful,
98,18,2025-09-23,99.00,successful,
99,18,2025-10-23,99.00,successful,
100,18,2025-11-23,99.00,successful,
101,20,2023-11-21,490.00,successful,
102,20,2024-11-21,490.00,successful,
103,21,2023-09-17,99.00,successful,
104,21,2023-10-17,99.00,successful,
105,21,2023-11-17,99.00,successful,
106,21,2023-12-17,99.00,successful,
107,21,2024-01-17,99.00,successful,
108,21,2024-02-17,99.00,successful,
109,21,2024-03-17,99.00,successful,
110,21,2024-04-17,99.00,successful,
111,21,2024-05-17,99.00,successful,
112,21,2024-06-17,99.00,successful,
113,21,2024-07-17,99.00,successful,
114,21,2024-08-17,99.00,successful,
115,21,2024-09-17,99.00,successful,
116,21,2024-10-17,99.00,successful,
117,21,2024-11-17,99.00,successful,
118,21,2024-12-17,99.00,successful,
119,21,2025-01-17,99.00,successful,
120,21,2025-02-17,99.00,successful,
121,21,2025-03-17,99.00,successful,
122,21,2025-04-17,99.00,successful,
123,21,2025-05-17,99.00,failed,
124,21,2025-06-17,99.00,failed,
125,21,2025-07-17,99.00,successful,
126,21,2025-08-17,99.00,successful,
127,21,2025-09-17,99.00,successful,
128,21,2025-10-17,99.00,successful,
129,21,2025-11-17,99.00,successful,
130,22,2023-03-27,190.00,successful,
131,22,2024-03-27,190.00,successful,
132,24,2023-03-12,19.00,successful,
133,24,2023-04-12,19.00,failed,
134,24,2023-05-12,19.00,failed,
135,24,2023-06-12,19.00,successful,
136,24,2023-07-12,19.00,successful,
137,24,2023-08-12,19.00,successful,
138,24,2023-09-12,19.00,successful,
139,24,2023-10-12,19.00,successful,
140,24,2023-11-12,19.00,failed,
141,24,2023-12-12,19.00,successful,
142,24,2024-01-12,19.00,successful,
143,24,2024-02-12,19.00,successful,
144,24,2024-03-12,19.00,successful,
145,24,2024-04-12,19.00,successful,
146,24,2024-05-12,19.00,successful,
147,24,2024-06-12,19.00,successful,
148,24,2024-07-12,19.00,successful,
149,24,2024-08-12,19.00,successful,
